2285	4886
2285	5332
454	2236
1400	3161
206	2379
64	2285
2516	4432
1677	5653
226	1023
2285	4443
121	3691
3037	3362
700	4090
655	3696
1561	4922
2285	4630
679	4388
4718	5487
536	679
1132	2892
37	3599
121	679
2785	5449
2247	2516
2073	2441
1677	1921
655	2462
1677	5548
832	3696
2285	5205
2285	2288
2785	5057
2204	4090
1253	1677
1111	5677
3272	5653
3133	3374
3141	5487
2370	4344
3272	3599
3313	5729
2785	4624
37	5029
3563	4491
2785	4859
515	3037
121	2785
1207	2073
464	1579
1627	4090
443	1677
655	5100
1314	2073
4624	5057
2801	4767
817	2441
2822	4779
832	2462
2326	2634
2480	3582
19	655
3876	5108
679	1446
148	655
2379	5340
144	5553
2285	3473
1314	2441
1207	2441
205	679
2785	4673
206	1627
2163	4886
543	1885
1023	2801
700	2204
1890	2163
3582	5110
2516	4257
1111	2441
972	2249
655	3561
700	1627
1446	2940
1280	1297
2806	3390
4144	5487
3681	4574
37	3272
4622	4922
1208	2254
2689	3106
655	2287
443	3599
2163	5332
1023	2375
1815	2254
817	1314
1079	2254
817	1207
1748	5729
832	5100
4673	5057
2731	4574
1253	5653
226	248
3257	3492
1921	4339
1491	5362
19	832
243	3679
36	4002
2785	5626
2689	5417
2441	2471
2785	3835
4339	5548
1253	3599
817	1111
2375	2668
129	2476
776	2785
1207	1314
2940	4859
571	3723
1253	5029
1446	3582
860	3363
1255	5487
1023	4767
932	4518
109	2400
2516	5360
1927	2379
3155	3390
3835	5057
1721	4002
989	4779
501	1579
1748	3313
1253	4339
1099	2379
2073	2666
1111	1314
3141	4718
1890	4886
1491	1641
5417	5573
2114	5636
1921	5029
1111	1207
3696	5100
3876	5729
3562	3786
1108	2785
817	2471
1080	2516
64	2163
3691	5057
2822	3257
2533	4432
19	3696
3299	4962
2721	5369
2312	5653
2459	4665
1921	5653
2312	4803
832	3561
4886	5332
2285	5587
860	5094
2104	2785
334	1132
2370	3582
1561	4622
2236	2266
832	2287
4859	5057
4056	4197
3835	4624
1677	1992
1890	5332
1909	5573
679	5026
3106	5573
3599	5548
3930	4148
1314	2471
334	860
2785	3345
1207	2471
3257	5114
1406	2640
1807	4538
729	5487
2785	4755
443	4339
1108	5057
907	4662
4554	5624
972	3775
1921	3599
679	5546
1082	4344
3691	4624
648	3137
2441	2666
695	3562
3133	3257
2516	2533
2041	2763
3583	5487
1807	3908
480	870
298	2731
1190	2990
2785	5731
4624	4859
3876	4290
1502	2430
2785	4388
129	206
2362	3563
1491	2420
1111	2471
757	5380
679	1135
1491	2576
851	3930
700	4196
850	3072
1571	5487
1286	2738
1108	4624
3739	5000
2104	5057
538	5487
3037	5734
1748	4290
679	3661
1662	4229
1023	4515
3257	3931
2801	4102
2287	3696
1900	2950
713	4190
3460	4537
4049	4666
1121	5439
45	3599
2462	5100
2785	5546
4388	5057
3243	4832
1446	5546
2312	5029
64	4886
783	3930
2801	5359
817	2666
3874	5057
1627	2204
2479	5340
3395	4665
679	2480
45	1677
19	2462
1677	4487
4767	5359
5057	5731
64	1890
243	5729
543	5085
504	3221
713	2249
1799	2847
2785	5459
