206	2379
2285	4886
454	2236
2285	5332
226	1023
700	4090
1400	3161
64	2285
1561	4922
2516	4432
1677	5653
2285	4443
3037	3362
4718	5487
121	3691
2204	4090
655	3696
1627	4090
2073	2441
655	2462
2801	4767
2285	4630
679	4388
536	679
1111	5677
2785	5057
2379	5340
817	2441
2785	5449
121	679
2785	4624
3133	3374
700	1627
2370	4344
1677	1921
1207	2073
832	3696
700	2204
1132	2892
1207	2441
2247	2516
37	3599
1314	2441
1314	2073
3141	5487
4624	5057
1111	2441
1023	2801
2785	4859
972	2249
832	2462
206	1627
515	3037
2285	5205
2375	2668
1677	5548
2822	4779
3563	4491
3272	5653
817	1207
1253	1677
129	2476
2285	2288
3272	3599
1023	2375
817	1314
37	5029
817	1111
121	2785
19	655
1023	4767
148	655
4622	4922
2689	3106
2441	2471
1099	2379
443	1677
3313	5729
5417	5573
464	1579
2785	4673
543	1885
2689	5417
1207	1314
571	3723
1111	1207
205	679
144	5553
679	1446
2480	3582
1111	1314
226	248
655	5100
1208	2254
655	3561
1927	2379
817	2471
2326	2634
3876	5108
1909	5573
3106	5573
2785	3835
3582	5110
3257	3492
2285	3473
1561	4622
4673	5057
1446	2940
3141	4718
3739	5000
700	4196
655	2287
1207	2471
1921	4339
2516	4257
1314	2471
932	4518
19	832
2073	2666
1815	2254
4144	5487
1079	2254
2114	5636
129	206
1108	2785
2441	2666
2731	4574
1111	2471
972	3775
648	3137
1080	2516
1280	1297
37	3272
2785	5626
4767	5359
3835	5057
2163	4886
1890	2163
2806	3390
2479	5340
2801	5359
1023	4515
19	3696
1627	2204
2801	4102
2822	3257
1446	3582
2940	4859
2721	5369
443	3599
3681	4574
2104	2785
3835	4624
860	3363
3691	5057
4339	5548
907	4662
36	4002
2533	4432
776	2785
832	5100
989	4779
1255	5487
1748	5729
1253	5653
2163	5332
504	3221
832	3561
19	2462
4859	5057
3133	3257
3691	4624
1253	5029
1627	4196
817	2666
1108	5057
1921	5029
1253	3599
3583	5487
1491	5362
729	5487
2362	3563
713	4190
851	3930
243	3679
783	3930
501	1579
2161	5104
1677	1992
4624	4859
4056	4197
860	5094
2516	5360
1108	4624
3257	5114
2516	2533
4216	5703
757	5380
1253	4339
3696	5100
3930	4148
3155	3390
2462	3561
2459	4665
713	2249
334	1132
226	4767
1921	5653
1909	5417
1721	4002
832	2287
679	5546
3221	4216
1207	2666
3106	5417
2785	4388
700	813
3562	3786
1082	4344
1446	5546
109	2400
334	860
1941	2396
443	4339
1491	1641
1748	3313
2972	5573
2785	5731
2462	5100
4102	4767
2846	4090
1571	5487
2104	5057
1941	3725
2370	3582
1111	2666
3106	5000
1890	4886
1921	3599
3299	4962
2285	5587
298	2731
2785	5546
3876	5729
2822	3492
2287	3696
679	5026
2785	3345
3460	4537
695	3562
757	1188
2204	4196
571	1163
2312	4803
144	3137
3874	5057
538	5487
2104	4624
1099	2479
3257	3931
2785	4755
2236	2266
2785	5459
1807	3908
4190	5073
4190	5573
468	1782
2972	3106
417	4515
1406	2640
505	3492
2348	4102
3599	5548
64	2163
3221	3797
3874	4624
2312	5653
4388	5057
1099	2476
2516	4050
1890	5332
4554	5624
3221	5703
713	1771
2287	2462
2041	2763
4886	5332
679	1135
45	3599
2801	2918
543	5085
3106	3739
3037	5734
4388	4624
1286	2738
1909	3106
2742	5487
612	2260
3037	5120
1807	4538
1121	5439
1304	4102
206	5340
5057	5731
3835	4673
226	4515
45	1677
355	2516
480	870
1318	1960
2034	2519
1502	2430
2348	3723
2397	5487
679	3661
148	3561
5000	5573
1190	2990
850	3072
387	1561
2471	2666
2689	5036
2918	4102
1050	2516
536	3691
3492	5114
2221	5487
5057	5459
1491	2420
3535	5036
3739	5573
2362	3137
4624	5731
3797	4216
2293	3930
2191	3930
3691	4673
4779	5423
1491	2576
813	1627
2972	5417
536	5057
5276	5573
1255	4718
1895	2689
3876	4290
2348	2668
398	3172
2252	5546
679	4755
2312	5029
4624	5459
505	2822
813	4196
5057	5110
4049	4666
1709	4922
4859	5546
679	2480
1900	2950
1108	3978
2413	2988
1055	2254
1163	3723
4394	5487
757	1797
4673	4859
1748	4290
536	4624
3538	3582
1318	4641
2339	2785
965	3930
713	3775
82	2785
19	148
3582	5057
1108	4673
2276	2502
516	4226
3133	3492
2248	3782
2156	2516
3610	4565
78	1067
1677	4487
3395	4665
741	1561
989	3257
4624	5110
92	1693
556	4491
3243	4832
2252	3582
1662	4229
504	4216
3782	4661
2478	4426
2260	5527
1304	2375
802	4886
3363	3619
51	5487
3596	5487
417	2668
398	3260
3582	4624
398	848
482	5487
206	1099
351	2856
2163	4443
1023	5359
504	3797
493	4246
387	1143
3782	4395
3492	3931
1799	2847
243	5729
3691	3835
729	4718
1406	2880
2023	5487
1318	1836
35	655
3930	4142
64	4886
1455	1465
414	3930
2954	3930
1491	2202
1194	4432
64	1890
2375	4767
813	2204
4495	5439
4155	4246
1466	2950
1921	5548
106	3492
45	641
2822	5114
37	1253
4090	5586
2972	3739
543	5013
431	655
3162	5134
641	1921
444	5487
1399	2990
2940	3661
2339	5057
248	4102
3106	4190
1839	4537
19	5100
2501	3137
2104	4673
129	5340
398	4543
3257	3929
1992	4339
3835	4859
1524	5487
2045	4574
757	3704
398	3441
4077	5546
453	1286
2918	4767
57	5487
37	45
2254	3127
3072	4293
4666	4901
3106	5276
1108	3835
1042	2334
1677	4334
480	1067
4306	4922
1150	3930
2990	4112
2221	3583
3916	4344
2918	3723
148	5100
1455	4174
700	2846
2339	4624
505	5114
1620	5487
2147	5487
1194	2516
3874	4673
3797	5703
679	3345
3582	3874
713	5036
641	5548
4446	5406
4487	5653
2727	4962
972	1146
1909	2972
1871	5528
556	648
2516	3340
414	4922
2689	5073
4941	5402
3242	5487
1446	4859
419	757
1865	5487
830	976
1679	4181
504	5703
2822	3133
1108	3691
3790	4496
957	3930
1304	2918
5110	5546
3599	4487
1895	5573
1561	4695
2254	3448
38	655
1400	5692
2972	5000
424	4246
398	5232
761	3184
1253	1921
3715	5012
153	2413
205	3582
420	2863
1253	3272
37	5548
4836	5439
398	1032
1728	5487
1406	3878
3930	4671
2516	5154
3930	5771
3386	5487
2822	3931
443	2575
2785	3665
1108	4859
811	2290
4859	5110
1155	2689
3739	4190
3177	5487
112	2413
3507	5487
2214	4950
5276	5417
3790	4922
757	4366
5073	5573
429	3162
106	2822
3611	4665
3930	4073
4444	5359
2512	3748
3242	4718
2689	5335
2420	3299
394	3782
2375	4102
3412	5487
2104	3835
2539	3948
3034	3930
538	4718
650	2592
655	4330
1155	2972
3390	5334
1485	1725
3324	3930
2420	4962
505	3133
134	302
2375	4515
205	3691
476	3514
1771	2972
776	3691
2104	3691
2972	5276
2940	5057
989	3492
1677	2109
148	2287
1099	4767
5000	5073
1944	4246
655	1225
501	2950
4388	4673
325	4049
996	5487
1099	2801
1455	2598
505	3931
376	518
3739	5417
3561	5100
417	3723
2413	5380
879	5439
1511	3943
655	1296
2516	4500
144	4491
3219	3930
4487	5029
1132	4533
992	4246
3930	5061
2285	2744
4662	5219
1661	1677
2106	4496
3835	3874
3141	4144
1921	3272
4537	5147
627	3782
3742	4718
2192	5022
2801	3723
1045	2202
4673	5731
4443	4886
2539	5537
1045	2576
5006	5537
2721	3374
655	4704
355	2533
106	505
3930	4867
525	2856
54	5209
420	1827
571	2348
1909	4190
666	3209
3133	5114
2940	4624
3991	5487
1890	4443
2738	4725
